ID,Video URL,Thumbnail URL,Start Time
04d2ff1dde6b4bb68503a734274f4b7e,https://www.youtube.com/watch?v=mVMWNS1QEh0,https://i.ytimg.com/vi/mVMWNS1QEh0/mqdefault_live.jpg,2022-07-08T13:00:00Z
