ID,Video URL,Thumbnail URL,Start Time
b9a1f0e924b142fd80c15107b4638bf7,https://www.youtube.com/watch?v=XDkOJPY65uA,https://i.ytimg.com/vi/XDkOJPY65uA/mqdefault_live.jpg,2022-08-31T13:00:00Z
