ID,Video URL,Thumbnail URL,Start Time
644ed2200e8a446bae2920103d1015e3,https://www.youtube.com/watch?v=7YWDckhcuYw,https://i.ytimg.com/vi/7YWDckhcuYw/mqdefault_live.jpg,2022-08-28T12:30:00Z
