ID,Video URL,Thumbnail URL,Start Time
b2e19555d1f441a8a0e3f53b6507863e,https://www.youtube.com/watch?v=KL88j7l-eYE,https://i.ytimg.com/vi/KL88j7l-eYE/mqdefault_live.jpg,2022-09-10T11:00:00Z
