ID,Video URL,Thumbnail URL,Start Time
80f87eb624be4c5fb7395212e871ec67,https://www.youtube.com/watch?v=-DFww_BUQz0,https://i.ytimg.com/vi/-DFww_BUQz0/mqdefault_live.jpg,2022-06-22T11:30:00Z
