ID	Video URL	Thumbnail URL	Start Time
c6dab598fcee4b6b9bff76d2e8ffc8e6	https://www.youtube.com/watch?v=IgBLYdCIjzg	https://i.ytimg.com/vi/IgBLYdCIjzg/mqdefault_live.jpg	2022-06-15T12:15:00Z
60602526ae1d48688c23a74b3cb527e8	https://www.youtube.com/watch?v=V6q79hLk4OA	https://i.ytimg.com/vi/V6q79hLk4OA/mqdefault_live.jpg	2022-06-15T12:30:00Z
