ID,Video URL,Thumbnail URL,Start Time
0da9a81ae0f74ba6a48c130fb7b8245a,https://www.youtube.com/watch?v=PRjbSEah0lM,https://i.ytimg.com/vi/PRjbSEah0lM/mqdefault_live.jpg,2022-09-07T12:00:00Z
