ID,Video URL,Thumbnail URL,Start Time
e83a22c584774763a3b91d557141604d,https://www.youtube.com/watch?v=u1psB1JkDC4,https://i.ytimg.com/vi/u1psB1JkDC4/mqdefault_live.jpg,2023-04-13T12:00:00Z
